QKEY,INTERVIEW_START_W147,INTERVIEW_END_W147,DEVICE_TYPE_W147,LANG_W147,XPANEL_W147,XATPSAMPLE_W147,SATLIFE_MOD_a_W147,SATLIFE_MOD_b_W147,SATLIFE_MOD_c_W147,SATLIFE_MOD_d_W147,SATLIFE_MOD_f_W147,EVERPAR_W147,DOV_KP_ELIGIBLE_W147,HAVEKIDS1_W147,MARITALMOD_W147,COMMREL_W147,LWPREL_W147,SEEKING_W147,LIVARRANG_W147,LIVINGPAR_W147,SIBLIV_W147,FAMKIDS_W147,EMPLSIT_W147,IMPACTGOALS_a_W147,IMPACTGOALS_b_W147,IMPACTGOALS_c_W147,IMPACTGOALS_d_W147,IMPACTGOALS_e_W147,WORRY_FUTR_a_W147,WORRY_FUTR_b_W147,WORRY_FUTR_c_W147,WORRY_FUTR_d_W147,KIDSEVER_W147,RSNNOCHLD_S1_a_W147,RSNNOCHLD_S1_b_W147,RSNNOCHLD_S1_c_W147,RSNNOCHLD_S1_d_W147,RSNNOCHLD_S1_e_W147,RSNNOCHLD_S1_f_W147,RSNNOCHLD_S1_g_W147,RSNNOCHLD_S1_h_W147,RSNNOCHLD_S1_i_W147,RSNNOCHLD_S1_j_W147,RSNNOCHLD_S1_k_W147,RSNNOCHLD_S2_a_W147,RSNNOCHLD_S2_b_W147,RSNNOCHLD_S2_c_W147,RSNNOCHLD_S2_d_W147,RSNNOCHLD_S2_e_W147,RSNNOCHLD_S2_f_W147,RSNNOCHLD_S2_g_W147,RSNNOCHLD_S2_h_W147,RSNNOCHLD_S2_i_W147,RSNNOCHLD_S2_j_W147,IMPACTLIFE_a_W147,IMPACTLIFE_b_W147,IMPACTLIFE_c_W147,IMPACTLIFE_d_W147,IMPACTLIFE_e_W147,IMPACTLIFE_f_W147,WORKNOKID_a_W147,WORKNOKID_b_W147,WORKNOKID_c_W147,WORKNOKID_d_W147,WORKNOKID_e_W147,RELNOKID_a_W147,RELNOKID_b_W147,RELNOKID_c_W147,RELNOKID_d_W147,PRESNOKID_a_W147,PRESNOKID_b_W147,PRESNOKID_c_W147,PRESNOKID_d_W147,CAREPAR1_W147,CAREPAR2_a_W147,CAREPAR2_b_W147,CAREPAR2_c_W147,CAREPAR2_d_W147,CAREPAR2_e_W147,TALK_KIDS_a_W147,TALK_KIDS_b_W147,TALK_KIDS_c_W147,FRNDKIDS_W147,IMPCTDATE_W147,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_RELIG,F_RELIGCAT1,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W147_UNDER50,WEIGHT_W147_50PLUS
202201015980,2024-05-06T12:08:46Z,2024-05-06T12:11:19Z,2,1,2,2,2,3,3,6,6,2,,3,5,2,,4,,1,,,2,3,3,3,2,3,,,,,,,,,,,,,,,,,3,2,3,3,3,2,2,3,2,2,7,7,6,7,7,6,2,99,99,2,99,,,,,,,,,,,,,,,,5,3,4,,1,1,1,2,1,2,3,2,2,2,3,5,4,10,3,2,,2,4,3,1,4,1,2,1,4.209623507691935,
202201016125,2024-05-03T18:57:11Z,2024-05-03T19:02:11Z,2,1,2,2,4,1,3,1,1,2,,3,5,1,2,,,1,,,2,3,3,3,3,3,,,,,,,,,,,,,,,,,2,3,3,3,2,2,1,1,3,2,3,2,2,2,3,3,1,1,1,1,1,,,,,,,,,,,,,,,3,3,5,4,,1,4,9,3,1,2,2,3,1,1,1,3,1,10,3,2,,2,4,1,3,5,1,1,1,0.8353842180859895,
202201017057,2024-05-07T11:35:26Z,2024-05-07T11:38:27Z,1,1,2,2,3,4,3,2,3,2,,4,1,,,,,2,,,1,1,3,1,2,3,,,,,,,,,,,,,,,,,3,3,3,1,3,2,3,3,2,1,1,2,3,2,2,3,2,2,2,2,2,,,,,,,,,,,,,,,5,4,,2,,2,3,7,3,2,2,2,3,2,1,1,1,1,1,1,4,1,1,1,1,8,2,1,2,2,0.5621185360429879,
202201017194,2024-05-04T04:50:46Z,2024-05-04T05:08:10Z,2,1,2,1,3,4,5,4,3,2,,,2,2,,,1,2,2,2,5,2,2,2,2,2,1,1,1,1,99,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,7,6,3,7,3,,,,,,,3,,3,5,5,5,5,,,,,,,,,,,,1,3,6,1,4,1,2,3,2,1,2,2,1,1,1,2,,2,3,2,1,3,3,2,1,,0.10770434558164625
202201017840,2024-05-05T10:53:33Z,2024-05-07T07:39:48Z,1,1,2,1,2,3,2,6,2,2,,,1,,,,,2,2,2,5,3,1,3,2,3,3,2,2,4,2,3,1,2,3,1,1,2,1,1,1,3,,,,,,,,,,,4,4,3,4,7,4,,,,,,3,3,,3,5,3,4,3,,,,,,,,,,,,1,4,9,2,4,1,1,5,2,1,1,1,1,1,1,2,,2,4,1,5,5,1,2,2,,1.2503433196202476
202201018258,2024-05-04T09:52:01Z,2024-05-04T10:03:54Z,1,1,2,1,2,3,3,6,2,2,,,1,,,,,2,1,4,5,1,3,3,2,3,4,4,3,5,2,3,3,3,3,1,2,3,3,3,3,3,,,,,,,,,,,2,1,1,7,3,4,,,,,,3,3,,3,5,4,5,3,,,,,,,,,,,,1,4,9,1,4,1,1,6,2,1,1,1,1,12,3,2,,2,4,1,9,5,1,2,3,,0.8329856407828987
202201019005,2024-05-04T00:31:25Z,2024-05-04T00:39:45Z,2,1,2,2,3,2,3,3,6,2,,3,5,2,,3,,2,,,1,1,1,3,3,2,,,,,,,,,,,,,,,,,3,2,2,3,2,1,3,2,3,1,2,1,2,1,2,3,2,2,1,2,2,,,,,,,,,,,,,,,,4,,2,3,1,3,6,2,2,1,2,3,2,1,2,2,1,12,3,2,,2,4,3,4,4,1,2,2,0.2038980456357015,
202201019591,2024-05-10T23:13:23Z,2024-05-10T23:27:39Z,1,1,2,1,5,4,5,4,6,2,,,5,2,,,3,2,2,3,2,1,1,3,3,3,2,1,3,1,1,3,2,1,3,2,1,3,3,3,3,3,,,,,,,,,,,7,7,6,7,7,7,2,2,2,2,2,,3,,3,6,5,5,5,,,,,,,,,,,,1,1,1,1,3,1,1,5,2,1,2,2,1,11,4,4,2,2,3,3,1,3,1,2,1,,0.23020436379507853
202201019905,2024-05-04T14:45:49Z,2024-05-04T14:51:26Z,1,1,2,1,4,4,5,6,6,2,,,5,2,,,1,2,3,4,5,3,3,3,2,3,1,1,3,4,99,3,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,2,7,2,3,3,3,,,,,,,3,,,6,5,5,5,,,,,,,,,,,,1,4,8,2,4,2,2,3,2,1,1,1,1,12,3,3,1,1,1,1,1,1,2,2,1,,0.39591566122756466
202201019946,2024-05-03T19:31:58Z,2024-05-03T19:37:35Z,2,1,2,1,1,3,3,2,3,2,,,5,1,1,,,1,2,2,1,1,1,3,2,3,3,3,5,4,2,1,2,3,3,3,3,2,2,1,1,2,,,,,,,,,,,1,1,1,1,1,2,2,2,1,2,2,2,3,3,3,5,4,5,4,3,,,,,,,,,,,1,2,3,1,3,2,1,5,2,1,2,2,1,1,1,2,,2,4,1,5,4,1,2,2,,0.25638910812702626
202201020229,2024-05-05T00:24:18Z,2024-05-05T00:30:42Z,2,1,2,1,1,2,1,2,1,2,,,1,,,,,1,3,2,1,1,1,1,3,3,3,1,3,5,3,3,3,3,2,3,2,3,3,1,2,1,,,,,,,,,,,1,1,1,1,1,7,1,1,2,2,2,1,3,3,,5,3,1,1,,,,,,,,,,,,1,4,9,2,3,1,1,6,1,1,1,3,1,1,1,1,,1,1,1,9,2,2,2,3,,1.3367887228936561
202201020570,2024-05-03T19:07:10Z,2024-05-03T19:14:22Z,2,1,2,1,2,4,4,5,1,2,,,5,2,,,2,1,1,2,4,1,3,3,3,3,2,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,,,,,,,,,,,1,1,6,1,1,6,,,,,,,3,3,3,5,5,5,5,1,3,1,1,1,1,,,,,,1,3,5,2,3,2,1,6,2,4,2,2,3,1,1,3,2,2,3,1,2,3,1,2,1,,0.37653208109247754
202201020713,2024-05-06T11:15:12Z,2024-05-06T11:19:56Z,2,1,2,2,4,4,5,3,6,2,,3,5,2,,3,,2,,,1,1,1,1,2,2,,,,,,,,,,,,,,,,,2,1,1,1,2,2,3,3,2,2,1,2,2,2,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,4,,3,3,1,4,9,2,2,1,2,3,2,1,1,1,1,10,3,2,,2,4,1,4,5,1,2,2,0.42319897648329885,
202201020914,2024-05-04T13:49:54Z,2024-05-04T13:57:27Z,1,1,2,2,3,4,4,6,6,2,,3,5,2,,3,,2,,,3,1,1,1,2,3,,,,,,,,,,,,,,,,,2,2,1,3,3,3,99,3,1,2,2,2,7,2,2,4,,,,,,,,,,,,,,,,,,,,,4,,4,3,1,3,5,2,2,1,1,5,2,1,4,4,1,6,4,3,2,2,3,2,2,3,2,2,1,0.391996581846622,
202201021370,2024-05-03T19:39:20Z,2024-05-03T19:53:34Z,2,1,2,1,3,3,3,3,6,2,,,2,2,,,1,1,2,4,1,2,3,3,2,2,2,1,2,4,3,2,3,1,2,3,3,3,2,3,3,1,,,,,,,,,,,3,2,2,3,3,3,2,2,2,2,1,,3,3,3,5,2,3,1,1,3,3,1,2,1,,,,,,2,3,6,3,3,1,2,3,2,1,2,2,1,1,1,3,2,2,3,1,4,3,2,2,2,,0.1037873544170238
202201021899,2024-05-03T20:21:51Z,2024-05-03T20:26:27Z,2,1,2,2,1,1,3,2,1,2,,3,1,,,,,1,,,1,1,1,1,2,1,,,,,,,,,,,,,,,,,3,1,3,2,1,1,3,3,1,1,1,1,3,2,1,3,2,2,2,1,1,,,,,,,,,,,,,,,4,4,4,4,,1,3,5,1,1,1,1,6,2,1,1,1,1,12,3,2,,2,4,1,6,5,1,1,2,0.6739543397082888,
202201022094,2024-05-04T17:00:42Z,2024-05-04T17:10:59Z,1,1,2,1,3,3,3,3,3,2,,,5,2,,,1,2,2,2,4,3,3,1,2,3,3,2,4,5,1,1,3,1,3,3,3,3,2,3,3,3,,,,,,,,,,,2,2,2,2,1,5,,,,,,,4,,4,4,2,2,2,,,,,,,,,,,,1,1,2,1,3,2,2,3,2,1,2,2,1,12,3,2,,2,3,1,1,3,5,2,1,,0.4354816879375043
202201022509,2024-05-03T23:57:10Z,2024-05-04T01:27:03Z,2,1,2,2,3,2,1,4,3,2,,4,5,1,1,,,1,,,1,1,1,1,2,1,,,,,,,,,,,,,,,,,1,2,3,2,3,3,1,3,1,1,1,1,2,1,1,4,2,2,1,2,1,,,,,,,,,,,,,,,4,4,4,4,,1,4,9,1,1,1,1,5,2,1,1,1,1,9,3,2,,2,4,1,9,4,1,2,3,0.5493742421667849,
202201023064,2024-05-04T16:30:33Z,2024-05-04T16:36:23Z,1,1,2,1,2,2,2,2,2,2,,,1,,,,,2,2,2,2,1,2,3,2,2,3,2,3,3,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,,99,99,99,99,99,,,,,,,,,,,,1,2,4,2,4,1,1,5,2,1,1,1,1,2,2,1,,1,1,1,9,2,1,2,3,,1.5484644920160298
202201023966,2024-05-03T21:39:43Z,2024-05-03T21:45:19Z,2,1,2,2,2,4,4,3,6,2,,3,5,2,,4,,1,,,1,3,99,3,3,3,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,4,4,4,,1,3,7,2,1,2,1,5,2,1,1,1,1,1,1,3,1,1,2,3,3,3,1,1,2,0.45029726314893637,
202201024222,2024-05-06T14:21:41Z,2024-05-06T14:34:46Z,2,1,2,1,3,3,2,2,2,2,,,5,1,1,,,2,2,2,1,1,3,1,3,3,2,1,4,4,3,3,2,2,3,3,3,3,3,3,1,3,,,,,,,,,,,2,2,2,3,2,3,2,2,2,2,2,3,3,,3,4,3,4,3,,,,,,,,,,,,1,4,9,2,4,2,1,5,2,1,1,1,1,1,1,4,1,1,1,1,3,2,1,1,2,,1.1362170046301894
202201024568,2024-05-08T16:05:55Z,2024-05-08T16:10:05Z,1,1,2,1,2,2,1,6,6,2,,,5,2,,,1,2,2,2,5,1,1,3,2,3,4,5,4,5,3,3,3,3,3,3,3,3,3,3,1,1,,,,,,,,,,,1,1,2,1,1,3,,,,,,,3,,3,6,5,5,4,,,,,,,,,,,,1,2,3,3,4,2,2,3,2,1,1,1,1,12,3,3,2,2,4,1,6,4,2,2,2,,0.3741442551014582
202201024644,2024-05-03T18:56:30Z,2024-05-03T18:58:53Z,2,1,2,2,2,3,5,2,1,2,,4,5,1,1,,,1,,,1,1,1,3,3,3,,,,,,,,,,,,,,,,,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,5,3,3,3,,1,2,3,2,2,1,2,3,2,1,1,1,1,9,3,4,2,2,4,3,4,5,1,2,2,0.9998569189473588,
202201024651,2024-05-04T10:32:39Z,2024-05-04T10:38:53Z,2,1,2,1,3,4,5,6,6,2,,,2,2,,,1,1,2,2,4,2,2,3,2,2,1,1,4,3,1,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,2,4,2,5,2,3,,,,,,,4,3,2,4,2,1,1,1,1,1,3,1,1,,,,,,1,3,6,3,3,2,2,3,2,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,1,,0.4468214537825081
202201024672,2024-05-04T18:33:55Z,2024-05-04T18:41:23Z,2,1,2,2,4,3,3,3,6,2,,4,5,2,,3,,1,,,1,1,1,1,3,3,,,,,,,,,,,,,,,,,1,2,1,3,3,2,3,3,2,2,1,1,1,2,1,3,1,1,1,1,2,,,,,,,,,,,,,,,,3,4,3,3,1,3,6,2,2,2,1,6,2,1,2,2,1,1,1,2,,2,4,1,5,4,1,2,2,0.17824516574380775,
202201024694,2024-05-04T00:28:44Z,2024-05-04T00:51:08Z,2,1,2,1,3,4,5,3,6,2,,,1,,,,,2,2,3,1,1,1,3,3,1,5,4,5,5,1,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,3,6,1,1,6,2,2,2,2,2,3,3,,3,3,5,5,5,,,,,,,,,,,,1,1,2,1,3,1,2,3,2,1,2,2,1,1,1,2,,2,3,1,7,3,1,2,2,,0.10621379828200721
202201024696,2024-05-03T19:45:01Z,2024-05-03T19:55:06Z,1,1,2,2,2,2,3,2,6,2,,4,4,2,,1,,1,,,1,1,99,1,2,3,,,,,,,,,,,,,,,,,2,2,3,3,2,2,2,3,1,1,2,2,2,3,2,5,1,1,2,2,1,,,,,,,,,,,,,,,,4,4,3,3,1,2,3,2,2,2,1,5,2,1,1,1,1,12,3,2,,2,4,1,99,4,2,2,99,0.5092525937333914,
202201024930,2024-05-03T19:24:43Z,2024-05-03T19:30:51Z,1,1,2,1,2,3,3,6,6,2,,,5,2,,,1,2,1,2,5,1,2,1,2,3,2,2,3,4,3,3,3,1,3,3,3,3,2,3,3,1,,,,,,,,,,,2,2,2,3,2,3,,,,,,,3,,3,4,3,4,2,,,,,,,,,,,,1,4,8,1,4,2,1,6,2,1,1,1,1,1,1,1,,1,1,1,2,2,1,2,2,,1.4852427606977205
202201025006,2024-05-07T17:55:16Z,2024-05-08T04:52:31Z,2,1,2,2,2,2,3,2,6,2,,4,5,2,,1,,2,,,1,3,3,3,3,3,,,,,,,,,,,,,,,,,3,2,3,3,2,2,2,1,2,2,7,7,6,4,2,4,1,1,1,1,1,,,,,,,,,,,,,,,,1,,3,4,1,3,7,1,2,1,1,5,2,1,2,2,1,1,1,2,,2,3,1,4,3,1,1,2,0.4061647684866338,
202201025151,2024-05-03T21:15:49Z,2024-05-03T21:20:28Z,2,1,2,2,3,2,2,2,1,2,,3,1,,,,,1,,,1,1,3,3,2,2,,,,,,,,,,,,,,,,,3,3,3,2,3,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,,,,,,,,,,,,,,,4,4,3,2,,1,4,8,2,2,1,1,5,2,1,1,1,1,10,3,3,1,1,2,1,9,3,1,1,3,0.19165544963852202,
202201025187,2024-05-06T10:14:59Z,2024-05-06T10:20:14Z,1,1,2,1,4,3,5,5,3,2,,,1,,,,,1,2,1,1,1,3,1,2,3,2,1,2,4,1,3,1,1,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,99,1,5,1,1,2,2,1,3,4,3,4,5,5,5,5,2,,,,,,,,,,,1,1,2,2,3,1,2,3,2,4,1,1,4,1,1,2,,2,4,1,9,4,1,1,3,,0.39904959384351657
202201025213,2024-05-05T18:23:21Z,2024-05-05T18:35:05Z,2,1,2,1,4,4,4,6,6,2,,,5,2,,,2,1,2,2,5,3,3,3,3,3,2,1,2,4,3,3,3,2,3,3,2,3,2,3,1,2,,,,,,,,,,,1,7,3,3,7,7,,,,,,,3,2,3,6,4,5,4,3,,,,,,,,,,,1,3,6,2,4,1,2,3,2,1,1,1,1,9,3,2,,2,4,1,1,4,2,2,1,,0.3560507148875625
202201025438,2024-05-06T11:52:17Z,2024-05-06T12:02:20Z,2,1,2,1,1,1,2,1,4,2,,,5,1,2,,1,1,2,2,1,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,1,2,2,2,,,,,,,,,,,1,1,1,2,3,6,2,2,1,2,2,3,3,3,3,4,4,4,2,3,,,,,,,,,,,1,3,5,1,3,2,1,5,2,1,2,2,1,1,1,2,,2,3,1,7,3,1,1,2,,0.06621760571104483
202201025692,2024-05-12T08:43:28Z,2024-05-12T08:53:32Z,1,1,2,1,3,4,99,3,6,2,,,5,2,,,1,2,2,2,1,3,3,3,2,2,4,2,3,5,1,3,3,1,2,3,3,3,3,3,3,1,,,,,,,,,,,2,2,3,3,3,3,2,2,2,2,2,,3,,3,5,4,3,5,,,,,,,,,,,,1,1,1,2,3,1,3,2,2,1,1,1,1,2,2,3,1,1,2,1,3,3,3,2,2,,0.5578186063255135
202201025893,2024-05-03T18:56:22Z,2024-05-03T19:01:39Z,2,1,2,2,3,4,3,3,6,2,,4,5,2,,4,,1,,,1,3,1,1,3,2,,,,,,,,,,,,,,,,,3,1,2,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,4,4,4,,1,2,3,1,2,2,1,5,2,1,2,2,1,1,1,2,,2,3,1,6,3,1,2,2,0.37803444093753874,
202201025927,2024-05-07T05:33:01Z,2024-05-07T05:40:54Z,1,1,2,2,3,3,3,3,3,2,,4,5,2,,4,,1,,,4,1,1,3,2,1,,,,,,,,,,,,,,,,,2,1,2,2,1,1,1,2,1,1,2,1,6,3,1,6,,,,,,,,,,,,,,,,,,,,,3,5,5,,1,3,7,2,1,1,3,2,1,1,1,3,1,12,3,4,2,2,3,1,1,3,1,2,1,5.945646317081487,
202201026021,2024-05-04T11:39:09Z,2024-05-04T11:43:35Z,2,1,2,2,5,5,4,3,6,2,,3,5,2,,4,,1,,,1,2,99,3,1,3,,,,,,,,,,,,,,,,,1,2,1,3,2,1,3,1,2,3,2,3,2,3,3,3,1,1,2,2,1,,,,,,,,,,,,,,,,2,3,2,,1,3,5,1,1,2,3,2,2,1,2,2,1,12,3,4,2,2,4,3,1,4,1,2,1,2.0027346507308827,
202201026778,2024-05-05T00:08:26Z,2024-05-05T00:32:35Z,2,1,2,1,1,99,5,5,3,2,,,4,1,2,,2,2,2,2,2,1,3,3,3,3,5,5,5,4,1,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,3,2,2,2,2,2,3,2,,1,5,4,5,3,,,,,,,,,,,,1,3,5,3,3,1,3,2,99,1,2,2,1,1,1,2,,2,3,3,1,3,5,2,1,,1.1375043259624729
202201027247,2024-05-09T11:06:25Z,2024-05-09T11:18:10Z,1,1,2,1,4,4,4,4,6,2,,,5,2,,,2,1,1,1,3,3,3,3,2,3,3,3,4,5,3,3,2,1,3,1,1,3,3,1,3,1,,,,,,,,,,,2,1,3,3,1,3,,,,,,,3,3,3,5,5,5,5,1,1,1,1,3,1,,,,,,1,2,3,1,3,1,1,6,2,1,2,2,1,10,3,2,,2,4,1,6,5,1,2,2,,0.18998717235546994
202201027551,2024-05-03T20:51:38Z,2024-05-03T20:59:00Z,2,1,2,1,2,2,3,6,6,2,,,5,2,,,1,2,3,4,5,3,1,3,2,3,2,2,4,3,1,3,3,1,3,3,3,3,3,2,3,1,,,,,,,,,,,3,2,6,2,2,6,,,,,,,3,,,6,2,3,2,,,,,,,,,,,,1,3,5,1,4,2,2,3,2,1,2,2,1,1,1,2,,2,3,1,2,3,2,1,99,,0.047389234023921145
202201028084,2024-05-03T19:09:49Z,2024-05-04T15:06:05Z,2,1,2,2,3,4,5,6,6,2,,3,5,2,,2,,1,,,4,1,1,1,2,3,,,,,,,,,,,,,,,,,3,1,3,3,2,1,2,1,1,1,1,1,1,1,1,6,,,,,,,,,,,,,,,,,,,,,4,4,4,5,1,3,6,2,1,2,2,3,2,1,4,4,1,11,4,4,2,2,4,2,1,5,2,2,1,1.067121264771979,
202201028214,2024-05-03T19:12:38Z,2024-05-03T19:20:55Z,3,1,2,1,3,3,1,2,2,2,,,1,,,,,1,2,2,1,1,3,3,3,1,3,3,4,5,2,3,3,3,3,3,3,1,3,2,1,1,,,,,,,,,,,1,1,3,3,1,4,2,1,1,2,2,3,3,4,4,5,2,5,5,1,2,3,3,2,1,,,,,,1,1,2,1,3,2,1,6,2,1,2,2,1,1,1,2,,2,3,1,4,3,2,2,2,,0.39773471046250003
202201028312,2024-05-03T19:39:23Z,2024-05-03T19:44:30Z,2,1,2,2,3,3,5,5,5,2,,4,5,1,1,,,1,,,3,3,1,1,2,3,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,5,5,4,3,,1,3,6,2,2,2,1,6,2,1,2,2,1,1,1,4,2,2,3,1,9,3,2,1,3,0.5324695196501744,
202201028347,2024-05-03T20:04:03Z,2024-05-03T20:11:59Z,2,1,2,2,2,3,3,3,3,2,,4,1,,,,,1,,,2,1,3,3,2,3,,,,,,,,,,,,,,,,,1,2,3,3,1,1,3,3,1,1,3,7,3,7,7,3,2,2,1,1,1,,,,,,,,,,,,,,,3,3,4,2,,1,4,9,1,2,1,1,5,2,1,1,1,1,12,3,2,,2,4,1,2,4,2,1,1,0.8049768262788675,
202201029076,2024-05-05T15:00:44Z,2024-05-05T15:07:54Z,2,1,2,2,4,5,5,5,6,2,,3,5,2,,4,,2,,,1,3,3,3,2,3,,,,,,,,,,,,,,,,,3,3,1,3,3,3,3,3,3,3,7,7,6,7,7,6,1,2,2,2,1,,,,,,,,,,,,,,,,3,,2,,1,3,5,2,2,2,2,4,2,1,2,2,1,12,3,4,2,2,4,1,1,4,1,2,1,0.1634652943794692,
202201029157,2024-05-03T18:56:39Z,2024-05-03T19:03:38Z,2,1,2,1,99,2,4,6,6,2,,,5,2,,,1,2,1,4,5,1,1,1,2,3,1,1,5,4,3,2,2,1,3,3,3,3,3,3,3,1,,,,,,,,,,,1,2,3,1,1,3,,,,,,,3,,3,5,5,5,5,,,,,,,,,,,,1,3,5,2,4,2,1,5,2,1,1,1,1,12,3,2,,2,4,1,2,4,2,2,2,,0.8145465296763298
202201029332,2024-05-06T13:41:07Z,2024-05-06T13:58:28Z,1,1,2,1,2,2,1,6,2,2,,,1,,,,,2,1,2,5,1,3,1,3,3,3,4,4,3,1,3,2,3,1,3,3,3,3,3,3,3,,,,,,,,,,,1,1,1,1,2,1,,,,,,3,1,,3,5,4,4,3,,,,,,,,,,,,1,2,3,2,4,2,1,5,2,1,1,1,1,2,2,3,2,2,3,1,9,3,1,2,3,,2.8968719810959644
202201029645,2024-05-03T22:23:31Z,2024-05-03T22:32:55Z,1,1,2,1,3,3,3,6,4,2,,,1,,,,,2,1,1,5,1,1,3,3,3,3,3,3,4,1,3,2,1,3,3,2,3,3,2,2,2,,,,,,,,,,,1,1,3,2,2,3,,,,,,2,3,,3,3,4,4,3,,,,,,,,,,,,1,1,2,1,4,2,2,4,2,1,2,2,1,10,3,2,,2,4,1,9,4,2,2,2,,0.16764370716299085
202201029722,2024-05-03T21:27:52Z,2024-05-03T21:37:15Z,2,1,2,1,2,3,3,4,2,2,,,3,2,,,3,1,2,2,1,1,1,3,1,3,3,3,4,5,3,2,3,3,2,3,3,3,3,2,2,2,,,,,,,,,,,1,1,1,2,1,2,2,2,2,2,2,,3,3,3,5,5,5,5,3,,,,,,,,,,,1,3,5,3,3,2,3,2,2,1,2,2,1,1,1,2,,2,3,1,3,3,1,2,2,,0.06651789502803916
202201030062,2024-05-03T21:02:55Z,2024-05-03T21:23:06Z,2,1,2,2,4,4,4,6,6,2,,3,5,2,,4,,1,,,4,3,3,2,2,2,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,7,7,6,7,2,7,,,,,,,,,,,,,,,,,,,,,4,4,3,,1,1,2,1,1,1,2,3,2,1,2,2,1,1,1,4,1,1,1,2,5,2,4,2,2,3.1436387784660584,
202201030310,2024-05-03T20:08:57Z,2024-05-03T20:15:39Z,2,1,2,1,2,3,1,1,6,2,,,2,1,2,,1,1,2,2,1,1,3,3,2,3,3,5,3,4,99,3,3,3,2,3,3,3,3,1,1,3,,,,,,,,,,,1,2,1,3,1,3,2,2,2,2,2,3,3,3,3,5,4,5,4,3,,,,,,,,,,,1,3,5,1,3,1,1,6,2,1,1,1,1,5,4,3,2,2,3,1,9,3,1,2,3,,0.9263895399847786
202201030415,2024-05-04T03:02:02Z,2024-05-04T03:09:59Z,2,1,2,1,2,2,2,2,2,2,,,1,,,,,1,2,3,1,3,3,3,3,3,3,4,5,5,3,1,3,3,3,3,3,3,3,2,2,2,,,,,,,,,,,2,2,7,3,2,3,1,1,2,2,2,3,3,3,3,5,2,3,2,3,,,,,,,,,,,2,3,5,3,3,2,1,5,2,1,1,1,1,1,1,1,,1,2,1,9,3,2,1,3,,1.7399786870654104
202201030449,2024-05-03T19:59:55Z,2024-05-03T20:04:44Z,2,1,2,2,3,3,3,3,6,2,,3,2,2,,3,,1,,,1,3,3,3,2,3,,,,,,,,,,,,,,,,,3,2,1,3,3,3,3,2,3,2,2,2,3,3,2,4,1,1,1,1,1,,,,,,,,,,,,,,,,3,4,3,3,1,2,3,1,2,2,1,5,2,1,2,2,1,2,2,2,,2,3,1,6,3,1,2,2,0.23999740042959575,
202201031789,2024-05-05T19:48:54Z,2024-05-05T19:52:43Z,2,1,2,2,2,4,4,6,6,2,,3,5,2,,4,,1,,,4,3,1,3,2,3,,,,,,,,,,,,,,,,,2,3,1,3,3,2,3,2,3,3,2,3,6,3,2,6,,,,,,,,,,,,,,,,,,,,,4,4,2,,1,4,9,3,2,2,2,3,2,1,1,1,1,12,3,3,2,2,3,1,1,3,2,2,1,0.2564289674707655,
202201032215,2024-05-04T07:02:58Z,2024-05-04T07:11:13Z,2,1,2,1,2,3,3,3,6,2,,,5,2,,,1,1,2,2,1,1,1,1,2,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,2,3,1,1,1,2,2,2,2,2,,3,3,3,5,5,5,4,3,,,,,,,,,,,1,3,5,1,3,1,2,4,2,1,2,2,1,1,1,2,,2,4,1,3,5,1,1,2,,0.052471988716698434
